,title,year,vote_count,vote_average,popularity,genres,weightedRating
5984,Charlie and the Chocolate Factory,2005,3759,6,22.038405,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.980870418206887
6427,X-Men: The Last Stand,2006,3581,6,0.867943,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.98014645988755
4587,X2,2003,3572,6,0.913096,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.980108397118929
7901,In Time,2011,3512,6,10.324613,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.979850867304312
8333,Elysium,2013,3510,6,15.232738,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.9798421680846
4603,The Matrix Reloaded,2003,3500,6,16.229317,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.979798559067822
3457,The Fast and the Furious,2001,3485,6,1.406181,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.979732790605352
9070,Now You See Me 2,2016,3362,6,39.540653,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.979176893103894
7817,Transformers: Dark of the Moon,2011,3351,6,4.503505,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",5.979125689505768
642,Independence Day,1996,3334,6,17.634197,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.979046059472917
6139,Madagascar,2005,3322,6,16.136217,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",5.978989483267731
8563,Godzilla,2014,3232,6,14.019239,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.978555222174146
6959,Kung Fu Panda,2008,3231,6,16.897541,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",5.978550296190358
7250,Transformers: Revenge of the Fallen,2009,3192,6,4.351756,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.978356401686237
4145,Men in Black II,2002,3188,6,16.775716,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.978336316684091
4880,The Matrix Revolutions,2003,3155,6,15.368205,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.9781691820814284
8722,Maze Runner: The Scorch Trials,2015,3148,6,41.225769,"[{'id': 28, 'name': 'Action'}]",5.978133397207545
8748,Chappie,2015,3124,6,30.206365,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.9780098105301205
4608,Bruce Almighty,2003,3121,6,15.947524,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",5.977994263900434
6972,The Incredible Hulk,2008,3086,6,19.125537,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.977811248796479
5391,Shrek 2,2004,3082,6,16.22986,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.977790138767744
8369,We're the Millers,2013,3053,6,18.474368,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.977635881456892
6975,Hancock,2008,3050,6,11.017324,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",5.977619801417674
6146,Mr. & Mrs. Smith,2005,3048,6,15.724373,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.977609068539014
8213,Jack Reacher,2012,3046,6,12.789812,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.9775983253610745
6375,Ice Age: The Meltdown,2006,3034,6,16.646029,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",5.977533649175994
8154,Cloud Atlas,2012,3031,6,13.494246,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",5.97751742173523
8863,San Andreas,2015,3017,6,20.547925,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.977441382672635
7068,Quantum of Solace,2008,3015,6,13.67812,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.9774304779414855
8279,Olympus Has Fallen,2013,3010,6,10.978188,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.977403169933962
8311,The Hangover Part III,2013,2991,6,25.085639,"[{'id': 35, 'name': 'Comedy'}]",5.977298794047528
8926,The Jungle Book,2016,2977,6,17.432758,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",5.977221266389009
7587,The Expendables,2010,2977,6,14.75562,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",5.977221266389009
6472,Night at the Museum,2006,2949,6,16.661966,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.977064611542739
7937,The Expendables 2,2012,2940,6,14.881566,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.9770137995852455
8465,Snowpiercer,2013,2910,6,14.131906,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",5.976842788273759
8850,Tomorrowland,2015,2904,6,22.296076,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",5.976808280209394
7680,TRON: Legacy,2010,2895,6,21.259,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.976756324845697
8453,American Hustle,2013,2868,6,16.478036,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",5.97659905258498
7641,RED,2010,2858,6,12.595165,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.976540262143278
5163,Troy,2004,2841,6,15.387275,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",5.9764396375422875
2093,The Mummy,1999,2796,6,23.984065,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",5.976169063759468
8133,Taken 2,2012,2783,6,16.376482,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.976089737142188
6426,The Da Vinci Code,2006,2773,6,18.566706,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.976028356378062
8556,Neighbors,2014,2773,6,11.90575,"[{'id': 35, 'name': 'Comedy'}]",5.976028356378062
7893,Real Steel,2011,2749,6,19.265552,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",5.97587974878212
8077,Ice Age: Continental Drift,2012,2731,6,13.26958,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",5.975767078277651
6301,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,2709,6,18.13542,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.97562793220105
8208,Warm Bodies,2013,2698,6,10.430238,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.975557758202048
7942,The Bourne Legacy,2012,2683,6,14.89499,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.975461412580833
561,Mission: Impossible,1996,2677,6,15.793477,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.975422661324183
8904,Star Trek Beyond,2016,2636,6,20.659284,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.975154549658126
8140,Hotel Transylvania,2012,2622,6,16.231945,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.975061654586877
8885,Spy,2015,2590,6,13.257467,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.974846692014627
8815,Focus,2015,2588,6,10.035362,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",5.974833133741673
6974,Wanted,2008,2583,6,12.457896,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.974799174025774
4786,Underworld,2003,2556,6,20.624333,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.974614196236163
331,The Mask,1994,2550,6,14.13488,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",5.974572720682687
1479,Armageddon,1998,2540,6,13.235112,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",5.974503292768432
9045,10 Cloverfield Lane,2016,2537,6,14.421528,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",5.97448239040146
1233,The Lost World: Jurassic Park,1997,2528,6,0.788123,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.974419477162805
8905,Ted 2,2015,2524,6,42.061481,"[{'id': 35, 'name': 'Comedy'}]",5.974391416036393
7811,Super 8,2011,2496,6,19.529911,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",5.974193251004616
5392,The Day After Tomorrow,2004,2462,6,15.049695,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.9739484598357055
2370,Home Alone 2: Lost in New York,1992,2459,6,13.293722,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",5.973926637470013
8166,Flight,2012,2449,6,10.973822,"[{'id': 18, 'name': 'Drama'}]",5.97385363147088
8275,The Croods,2013,2447,6,14.757874,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.973838981183141
8664,Dracula Untold,2014,2439,6,16.316318,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10752, 'name': 'War'}]",5.973780215486916
8520,300: Rise of an Empire,2014,2438,6,12.904677,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",5.973772851206354
7194,Fast & Furious,2009,2426,6,1.498902,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.9736841560802345
8824,Cinderella,2015,2426,6,19.801128,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",5.9736841560802345
1,Jumanji,1995,2413,6,17.015539,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",5.973587390234514
6302,King Kong,2005,2403,6,19.761164,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",5.97351246934677
5159,Mean Girls,2004,2401,6,11.454835,"[{'id': 35, 'name': 'Comedy'}]",5.973497434136092
6166,War of the Worlds,2005,2397,6,19.929377,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.973467312449594
8295,This Is the End,2013,2394,6,11.414048,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5.973444676212917
1865,A Bug's Life,1998,2379,6,16.869209,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.973330913187612
7530,Prince of Persia: The Sands of Time,2010,2372,6,18.459955,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",5.973277489536144
2163,American Pie,1999,2358,6,18.344227,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.973169997539106
6699,Shrek the Third,2007,2355,6,14.072479,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.9731468509331975
8420,Ender's Game,2013,2354,6,12.500305,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",5.973139126520281
7823,Horrible Bosses,2011,2341,6,9.856955,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.973038303238177
8743,The Interview,2014,2340,6,14.526049,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5.9730305162416535
6737,The Simpsons Movie,2007,2335,6,14.302911,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.972991513690953
7256,Ice Age: Dawn of the Dinosaurs,2009,2330,6,12.980624,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",5.972952398167971
8765,Warcraft,2016,2325,6,12.572718,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.972913169181151
8021,The Cabin in the Woods,2012,2314,6,14.811958,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.972826463576737
7842,Friends with Benefits,2011,2306,6,10.009007,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",5.972763055488013
8519,Non-Stop,2014,2302,6,19.650229,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.9727312403443245
6866,Cloverfield,2008,2297,6,12.868098,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.97269136674127
7608,Easy A,2010,2282,6,15.138144,"[{'id': 35, 'name': 'Comedy'}]",5.972571043189726
5134,Hellboy,2004,2278,6,13.206854,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.972538777624721
8371,Kick-Ass 2,2013,2275,6,13.570264,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",5.972514528591011
3390,The Mummy Returns,2001,2258,6,16.945657,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",5.972376304412229
8749,Taken 3,2014,2225,6,18.081483,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",5.972103979038986
7775,Rio,2011,2213,6,10.403228,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.972003615588866
7418,The Book of Eli,2010,2207,6,14.39853,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.971953162562354
7215,Angels & Demons,2009,2183,6,22.211558,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.971749518798058
8006,John Carter,2012,2170,6,14.670353,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.971637972128265
5642,Ocean's Twelve,2004,2169,6,11.869347,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.971629355117914
6435,Click,2006,2167,6,9.796552,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",5.971612105379432
5091,50 First Dates,2004,2161,6,11.134888,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.971560230077086
7576,Salt,2010,2125,6,8.704455,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.971244952711432
6724,Live Free or Die Hard,2007,2122,6,14.886039,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.971218363776076
4000,Resident Evil,2002,2100,6,7.781293,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.9710218655148655
7915,The Adventures of Tintin,2011,2095,6,19.201504,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]",5.970976832049201
7736,Rango,2011,2094,6,10.581925,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",5.970967808554628
144,Die Hard: With a Vengeance,1995,2094,6,15.138855,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.970967808554628
4614,2 Fast 2 Furious,2003,2087,6,2.32462,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.970904486643953
7454,Percy Jackson & the Olympians: The Lightning Thief,2010,2079,6,9.785895,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",5.970831779669863
8372,Riddick,2013,2066,6,9.596377,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.970712852664377
6418,Mission: Impossible III,2006,2062,6,15.687983,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.970676064387359
6708,Ocean's Thirteen,2007,2040,6,12.16276,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.970472065341229
7549,Shrek Forever After,2010,2021,6,11.803808,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.970293586382612
6201,The 40 Year Old Virgin,2005,2020,6,11.519662,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.970284132966873
3458,A.I. Artificial Intelligence,2001,2011,6,13.249364,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",5.97019878069672
8614,The Purge: Anarchy,2014,2008,6,27.756026,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.970170220877557
8804,Paper Towns,2015,1997,6,9.662731,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",5.97006503155578
8873,Pitch Perfect 2,2015,1997,6,15.862632,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",5.97006503155578
3196,Unbreakable,2000,1994,6,14.67855,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",5.970036214682038
5634,National Treasure,2004,1974,6,18.932203,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.9698426751825036
526,Snow White and the Seven Dwarfs,1937,1973,6,16.263878,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.969832932556407
8125,Dredd,2012,1971,6,12.1524,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.969813428407287
7648,Megamind,2010,1968,6,11.603905,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",5.969784124849567
7978,Chronicle,2012,1965,6,12.47441,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.969754764343818
1721,Blade,1998,1950,6,15.043454,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",5.96960710175599
4611,The Italian Job,2003,1949,6,13.995044,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",5.969597206301721
7804,Kung Fu Panda 2,2011,1925,6,11.481921,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.969357767091653
1109,Die Hard 2,1990,1920,6,18.785984,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.969307408439095
8337,White House Down,2013,1910,6,9.920223,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.969206192928078
203,Dumb and Dumber,1994,1894,6,9.844558,"[{'id': 35, 'name': 'Comedy'}]",5.969042852219568
8758,It Follows,2015,1894,6,20.359336,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.969042852219568
8745,Night at the Museum: Secret of the Tomb,2014,1893,6,19.539436,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",5.969032585870897
8599,The Babadook,2014,1890,6,8.832788,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",5.969001745928529
7963,Underworld: Awakening,2012,1885,6,12.345348,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",5.968950209295439
7115,Yes Man,2008,1869,6,9.756289,"[{'id': 35, 'name': 'Comedy'}]",5.968784134330114
7064,Madagascar: Escape 2 Africa,2008,1866,6,12.668733,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",5.968752797294574
8630,The Giver,2014,1859,6,12.472206,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",5.968679432291911
8284,The Host,2013,1859,6,11.342024,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.968679432291911
7243,The Proposal,2009,1858,6,8.058337,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.9686689234448735
8052,Madagascar 3: Europe's Most Wanted,2012,1857,6,13.829042,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",5.968658407543499
6043,Constantine,2005,1837,6,9.615691,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.968446597092351
3418,Pearl Harbor,2001,1833,6,11.419388,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",5.968403890991102
8617,The Expendables 3,2014,1830,6,14.753545,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.968371785474564
7733,Paul,2011,1825,6,10.24382,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.968318131042649
8338,The World's End,2013,1820,6,9.830382,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.968264294261521
341,Speed,1994,1814,6,10.859292,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",5.968199448111668
